avid;avname;avdesc;avcat;
546;Sicher angelegt;Kauft 7 zusätzliche Bankplätze.;92;
547;Veteran der Pforte des Zorns;Schließt die Quests in Drachenöde bis hin zu und inklusive der 'Rückkehr nach Angrathar' ab.;14863;
556;Episch;Legt an jedem Platz einen epischen Gegenstand an, der eine Mindeststufe von 213 hat.;92;
557;Überlegen;Legt in jedem Platz einen Gegenstand von überragender Qualität an, der eine Mindeststufe von 187 hat.;92;
558;Habgierig;Gewinnt einen Wurf für Gier bei einem Gegenstand überragender Qualität oder einem besseren Gegenstand mit einer höheren Stufe als 185, indem Ihr eine 100 würfelt.;92;
559;Bedürftig;Gewinnt einen Wurf für Bedarf für einen überlegenen oder besseren Gegenstand mit einer Stufe über 185, indem Ihr eine 100 würfelt.;92;
560;Der tödlichste Fang;Angelt Euch Gahz'ranka in Zul'Gurub mithilfe des Matschstinkerköders.;81;
561;D.E.H.T.A.s kleines Ärgernis;Wahret den Glauben an die Leitsätze D.E.H.T.A.s, indem Ihr alle Quests bis hin zu und inklusive 'Die Ermordung von Harold Fährten' abschließt.;14863;
562;Das Arachnidenviertel (10 Spieler);Bezwingt die Bosse im Arachnidenviertel von Naxxramas im 10-Spieler-Modus.;14922;
563;Das Arachnidenviertel (25 Spieler);Bezwingt die Bosse im Arachnidenviertel von Naxxramas im 25-Spieler-Modus.;14922;
564;Das Konstruktviertel (10 Spieler);Bezwingt die Bosse im Konstruktviertel von Naxxramas im 10-Spieler-Modus.;14922;
565;Das Konstruktviertel (25 Spieler);Bezwingt die Bosse im Konstruktviertel von Naxxramas im 25-Spieler-Modus.;14922;
566;Das Seuchenviertel (10 Spieler);Bezwingt die Bosse im Seuchenviertel von Naxxramas im 10-Spieler-Modus.;14922;
567;Das Seuchenviertel (25 Spieler);Bezwingt die Bosse im Seuchenviertel von Naxxramas im 25-Spieler-Modus.;14922;
568;Das Militärviertel (10 Spieler);Bezwingt die Bosse im Militärviertel von Naxxramas im 10-Spieler-Modus.;14922;
569;Das Militärviertel (25 Spieler);Bezwingt die Bosse im Militärviertel von Naxxramas im 25-Spieler-Modus.;14922;
572;Saphirons Ableben (10 Spieler);Bezwingt Saphiron in Naxxramas im 10-Spieler-Modus.;14922;
573;Saphirons Ableben (25 Spieler);Bezwingt Saphiron in Naxxramas im 25-Spieler-Modus.;14922;
574;Kel'Thuzads Niederlage (10 Spieler);Bezwingt Kel'Thuzad in Naxxramas im 10-Spieler-Modus.;14922;
575;Kel'Thuzads Niederlage (25 Spieler);Bezwingt Kel'Thuzad in Naxxramas im 25-Spieler-Modus.;14922;
576;Der Fall Naxxramas' (10 Spieler);Bezwingt jeden Boss in Naxxramas im 10-Spieler-Modus.;14922;
577;Der Fall Naxxramas' (25 Spieler);Bezwingt jeden Boss in Naxxramas im 25-Spieler-Modus.;14922;
578;Der harte Kern (10 Spieler);Bezwingt die Bosse von Naxxramas mit weniger als 9 Leuten in der Zone im 10-Spieler-Modus.;14922;
579;Der harte Kern (25 Spieler);Bezwingt die Bosse von Naxxramas mit weniger als 21 Leuten in der Zone im 25-Spieler-Modus.;14922;
582;Held des Alteractals;Greift in einer einzigen Alteractalschlacht einen Friedhof an, verteidigt ihn, greift dann einen Turm an und verteidigt ihn, und tötet jemanden im Feld des Kampfes.;14801;
583;Held des Arathibeckens;Erobert und verteidigt 2 Basen in einer einzigen Schlacht im Arathibecken.;14802;
584;Arathibecken-Attentäter;Erringt fünf ehrenhafte Siege an jeder Basis in einer einzigen Schlacht im Arathibecken.;14802;
585;Im Auge des Sturms eroberte Flaggen;Im Auge des Sturms eroberte Flaggen;153;
586;Verteidigte Flaggen in der Kriegshymnenschlucht;Verteidigte Flaggen in der Kriegshymnenschlucht;153;
587;Stürmischer Attentäter;Erringt fünf ehrenhafte Siege an jeder Basis in einer einzigen Schlacht im Auge des Sturms.;14803;
588;Ehrenhafte Siege insgesamt;Ehrenhafte Siege insgesamt;136;
589;Höchste 5-Spieler-Teamwertung;Höchste 5-Spieler-Teamwertung;152;
590;Höchste 3-Spieler-Teamwertung;Höchste 3-Spieler-Teamwertung;152;
593;Tode durch Vanndar Sturmlanze;Tode durch Vanndar Sturmlanze;124;
594;Tode durch Hogger;Tode durch Hogger;126;
595;Höchste persönliche 3-Spieler-Wertung;Höchste persönliche 3-Spieler-Wertung;152;
596;Höchste persönliche 5-Spieler-Wertung;Höchste persönliche 5-Spieler-Wertung;152;
603;Der Zorn der Horde;Erringt 5 ehrenhafte Siege über Allianzspieler in den unten aufgelisteten Städten.;95;
604;Der Zorn der Allianz;Erringt 5 ehrenhafte Siege über Hordenspieler in den unten aufgelisteten Städten.;95;
605;Eine Münze der Urahnen;Findet eine Münze der Urahnen.;160;
606;5 Münzen der Urahnen;Erhaltet 5 Münzen der Urahnen.;160;
607;10 Münzen der Urahnen;Findet 10 Münzen der Urahnen.;160;
608;25 Münzen der Urahnen;Erhaltet 25 Münzen der Urahnen.;160;
609;50 Münzen der Urahnen;Erhaltet 50 Münzen der Urahnen.;160;
610;Tod dem Kriegshäuptling!;Tötet Garrosh Höllschrei.;95;
611;Blutender Bluthuf;Tötet Baine Bluthuf.;95;
612;Nieder mit der Dunklen Fürstin;Tötet Fürstin Sylvanas Windläufer.;95;
613;In Quel'Thalas getötet;Tötet Lor'themar Theron.;95;
614;Für die Allianz!;Tötet die Anführer der Horde.;95;
615;Sturm auf Sturmwind;Tötet König Varian Wrynn.;95;
616;Den Rat stürzen;Tötet die Repräsentanten Moira Thaurissan, Muradin Bronzebart und Falstad Wildhammer.;95;
617;Von wegen unsterblich;Tötet die Hohepriesterin Tyrande Wisperwind.;95;
618;Das Licht ausmachen;Tötet den Propheten Velen.;95;
619;Für die Horde!;Tötet die Anführer der Allianz.;95;
621;Repräsentant;Legt einen Wappenrock an.;92;
622;Der Untergang des Spruchwirkers (10 Spieler);Bezwingt Malygos im 10-Spieler-Modus.;14922;
623;Der Untergang des Spruchwirkers (25 Spieler);Bezwingt Malygos im 25-Spieler-Modus.;14922;
624;Weniger ist mehr (10 Spieler);Bezwingt Sartharion den Onyxwächter und die Zwielichtdrachen im 10-Spieler-Modus mit weniger als 9 Leuten.;14922;
625;Besiegt den Schwarzen Drachenschwarm (25 Spieler);Bezwingt Sartharion den Onyxwächter im 25-Spieler-Modus.;14922;
626;Mondfestgarderobe;Kauft mit Münzen der Urahnen einen festlichen Hosenanzug oder ein festliches Kleid.;160;
627;Erkundet Dun Morogh;Erkundet Dun Morogh und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
628;Todesminen;Bezwingt „Kapitän“ Krümel.;14808;
629;Der Flammenschlund;Bezwingt Lavawache Gordoth.;14808;
630;Die Höhlen des Wehklagens;Bezwingt Mutanus den Verschlinger.;14808;
631;Burg Schattenfang;Bezwingt Lord Godfrey.;14808;
632;Tiefschwarze Grotte;Bezwingt Aku'mai.;14808;
633;Verlies von Sturmwind;Bezwingt Hogger.;14808;
634;Gnomeregan;Bezwingt Robogenieur Thermadraht.;14808;
635;Kral der Klingenhauer;Bezwingt Charlga Klingenflanke.;14808;
636;Hügel der Klingenhauer;Bezwingt Amnennar den Kältebringer.;14808;
637;Das Scharlachrote Kloster;Bezwingt Hochinquisitorin Weißsträhne im Scharlachroten Kloster.;14808;
638;Uldaman;Bezwingt Archaedas.;14808;
639;Zul'Farrak;Bezwingt Häuptling Ukorz Sandskalp.;14808;
640;Maraudon;Bezwingt Prinzessin Theradras.;14808;
641;Der Versunkene Tempel;Bezwingt Eranikus' Schemen.;14808;
642;Schwarzfelstiefen;Bezwingt Imperator Dagran Thaurissan.;14808;
643;Untere Schwarzfelsspitze;Bezwingt Oberanführer Wyrmthalak.;14808;
644;König des Düsterbruchs;Schließt erfolgreich alle Düsterbruch-Dungeons ab.;14808;
645;Scholomance;Bezwingt Dunkelmeister Gandling.;14808;
646;Stratholme;Bezwingt die bösen Drahtzieher der Invasion von Stratholme.;14808;
647;Höllenfeuerbollwerk;Bezwingt Omor den Narbenlosen.;14805;
648;Der Blutkessel;Bezwingt Keli'dan den Zerstörer.;14805;
649;Die Sklavenunterkünfte;Bezwingt Quagmirran.;14805;
650;Tiefensumpf;Bezwingt die Schattenmutter.;14805;
651;Managruft;Bezwingt den Nexusprinzen Shaffar.;14805;
652;Die Flucht aus Durnholde;Bezwingt den Epochenjäger.;14805;
653;Sethekkhallen;Bezwingt den Klauenkönig Ikiss.;14805;
654;Schattenlabyrinth;Bezwingt Murmur.;14805;
655;Öffnung des Dunklen Portals;Bezwingt Aeonus.;14805;
656;Die Dampfkammer;Bezwingt den Kriegsherrn Kalithresh.;14805;
657;Die Zerschmetterten Hallen;Bezwingt den Kriegshäuptling Kargath Messerfaust.;14805;
658;Die Mechanar;Bezwingt Pathaleon den Kalkulator.;14805;
659;Die Botanika;Bezwingt Warpzweig.;14805;
660;Die Arkatraz;Bezwingt Herold Horizontiss.;14805;
661;Terrasse der Magister;Bezwingt Kael'thas Sonnenwanderer.;14805;
662;Collector's Edition: Mini-Diablo;Besitzer des Mini-Diablo-Haustiers aus der World of Warcraft Collector's Edition.;81;
663;Collector's Edition: Panda;Besitzer des Panda-Haustiers aus der World of Warcraft Collector's Edition.;81;
664;Collector's Edition: Zergling;Besitzer des Zergling-Haustiers aus der World of Warcraft Collector's Edition.;81;
665;Collector's Edition: Netherwelpenhaustier;Besitzer des Netherwelpenhaustiers aus der The Burning Crusade Collector's Edition.;81;
666;Auchenaikrypta;Bezwingt Exarch Maladaar.;14805;
667;Heroisch: Höllenfeuerbollwerk;Bezwingt die Anführer des Höllenfeuerbollwerks auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
668;Heroisch: Blutkessel;Bezwingt Keli'dan den Zerstörer auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
669;Heroisch: Sklavenunterkünfte;Bezwingt Quagmirran auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
670;Heroisch: Tiefensumpf;Bezwingt die Schattenmutter auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
671;Heroisch: Managruft;Bezwingt den Nexusprinzen Shaffar auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
672;Heroisch: Auchenaikrypta;Bezwingt Exarch Maladaar auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
673;Heroisch: Die Flucht von Durnholde;Bezwingt den Epochenjäger auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
674;Heroisch: Sethekkhallen;Bezwingt den Klauenkönig Ikiss auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
675;Heroisch: Schattenlabyrinth;Bezwingt Murmur auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
676;Heroisch: Öffnung des Dunklen Portals;Bezwingt Aeonus auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
677;Heroisch: Dampfkammer;Bezwingt den Kriegsherren Kalithresh auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
678;Heroisch: Zerschmetterte Hallen;Bezwingt den Kriegshäuptling Kargath Messerfaust auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
679;Heroisch: Die Mechanar;Bezwingt Pathaleon den Kalkulator auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
680;Heroisch: Die Botanika;Bezwingt Warpzweig auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
681;Heroisch: Die Arkatraz;Bezwingt Herold Horizontiss auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
682;Heroisch: Terrasse der Magister;Bezwingt Kael'thas Sonnenwanderer auf dem Schwierigkeitsgrad 'Heroisch'.;14805;
683;Collector's Edition: Frostwyrmwelpe;Besitzer des Frostwyrmwelpen aus der Wrath of the Lich King Collector's Edition.;81;
684;Onyxias Hort (Stufe 60);Bezwingt die klassische Stufe-60-Version von Onyxia.;81;
685;Pechschwingenhort;Bezwingt Nefarian.;14808;
686;Geschmolzener Kern;Bezwingt Ragnaros.;14808;
687;Tempel von Ahn'Qiraj;Bezwingt C'Thun.;14808;
688;Zul'Gurub;Bezwingt Hakkar.;81;
689;Ruinen von Ahn'Qiraj;Bezwingt Ossirian den Narbenlosen.;14808;
690;Karazhan;Bezwingt Prinz Malchezaar in Karazhan.;14805;
691;Zul'Aman;Bezwingt Zul'jin während des Zul'Aman-Schlachtzugs.;81;
692;Gruuls Unterschlupf;Bezwingt Gruul den Drachenschlächter in Gruuls Unterschlupf.;14805;
693;Magtheridons Kammer;Bezwingt Magtheridon in Magtheridons Kammer.;14805;
694;Höhle des Schlangenschreins;Bezwingt Lady Vashj in der Höhle des Schlangenschreins.;14805;
695;Die Schlacht um den Hyjal;Bezwingt Archimonde in der Schlacht um den Hyjal.;14805;
696;Die Festung der Stürme;Bezwingt Kael'thas Sonnenwanderer in der Festung der Stürme.;14805;
697;Der Schwarze Tempel;Bezwingt Illidan Sturmgrimm im Schwarzen Tempel.;14805;
698;Das Sonnenbrunnenplateau;Bezwingt Kil'jaeden auf dem Sonnenbrunnenplateau.;14805;
699;Weltweiter Arenaheld;Gewinnt einen gewerteten Arenakampf im Schergrat, in Nagrand, dem Ring der Ehre, der Kanalisation von Dalaran, den Ruinen von Lordaeron und in der Arena der Tol'vir.;165;
700;Freiheit der Horde;Erhaltet ein Insigne oder ein Medaillon der Horde.;95;
701;Freiheit der Allianz;Erhaltet ein Insigne oder ein Medaillon der Allianz.;95;
705;Meister der Waffen;Erhöht vier Waffenfertigkeiten auf 400.;81;
706;Frostwolfheuler;Erhaltet einen Frostwolfheuler.;14801;
707;Streitwidder der Sturmlanzen;Erhaltet einen Streitwidder der Sturmlanzen.;14801;
708;Held des Frostwolfklans;Erreicht einen ehrfürchtigen Ruf beim Frostwolfklan.;14801;
709;Held der Sturmlanzengarde;Erreicht einen ehrfürchtigen Ruf bei der Sturmlanzengarde.;14801;
710;Der Entweihte;Erreicht einen ehrfürchtigen Ruf bei den Entweihten.;14802;
711;Ritter von Arathor;Erreicht einen ehrfürchtigen Ruf beim Bund von Arathor.;14802;
712;Vorhut des Kriegshymnenklans;Erreicht einen ehrfürchtigen Ruf bei der Vorhut des Kriegshymnenklans.;14804;
713;Schildwache der Silberschwingen;Erreicht einen ehrfürchtigen Ruf bei der Schildwache der Silberschwingen.;14804;
714;Der Eroberer;Erhöht Euren Ruf in der Kriegshymnenschlucht, dem Arathibecken und dem Alteractal auf ehrfürchtig.;95;
725;Thori'dal, Furor der Sterne;Träger von Thori'dal, Furor der Sterne.;81;
726;Dr. Zwickys Kasten mit magischem Flusskrebs;Angelt Euch bis zu Dr. Zwickys Kasten mit magischem Flusskrebs durch.;171;
727;Ruft die Kavallerie!;Erhaltet eines der Kriegsreittiere durch das Ehrensystem.;95;
728;Erkundet Durotar;Erkundet Durotar und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
729;Die Zügel des Todesstreitrosses;Erhaltet die Zügel des Todesstreitrosses von Totenschwur in Stratholme.;81;
730;Außergewöhnliche Fähigkeiten;Erlangt 450 Fertigkeitspunkte im Angeln, Kochen und in Erster Hilfe.;169;
731;Handwerksexperte;Erlangt 225 Fertigkeitspunkte in einem Beruf.;169;
732;Handwerksfachmann;Erlangt 300 Fertigkeitspunkte in einem Beruf.;169;
733;Handwerksmeister;Erlangt 375 Fertigkeitspunkte in einem Beruf.;169;
734;Handwerksgroßmeister;Erlangt 450 Fertigkeitspunkte in einem Beruf.;169;
735;Nichts als Arbeit;Erlangt 450 Fertigkeitspunkte in zwei Hauptberufen.;169;
736;Erkundet Mulgore;Erkundet Mulgore und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
750;Erkundet das Nördliche Brachland;Erkundet das Brachland und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
753;Im Durchschnitt pro Tag verdientes Gold;Im Durchschnitt pro Tag verdientes Gold;140;
759;Durchschnitt der täglich abgeschlossenen Quests;Durchschnitt der täglich abgeschlossenen Quests;133;
761;Erkundet das Arathihochland;Erkundet das Arathihochland und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
762;Botschafter der Horde;Erreicht einen ehrfürchtigen Ruf bei allen sechs Hordefraktionen.;201;
763;Der brennende Kreuzritter;Bringt alle „Burning Crusade“-Dungeonrufe auf ehrfürchtig.;14865;
764;Der brennende Kreuzritter;Bringt alle „Burning Crusade“-Dungeonrufe auf ehrfürchtig.;14865;
765;Erkundet das Ödland;Erkundet das Ödland und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
766;Erkundet die Verwüsteten Lande;Erkundet die Verwüsteten Lande und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
768;Erkundet Tirisfal;Erkundet Tirisfal und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
769;Erkundet den Silberwald;Erkundet den Silberwald und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
770;Erkundet die Westlichen Pestländer;Erkundet die Westlichen Pestländer und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
771;Erkundet die Östlichen Pestländer;Erkundet die Östlichen Pestländer und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
772;Erkundet das Vorgebirge des Hügellands;Erkundet das Vorgebirge des Hügellands und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
773;Erkundet das Hinterland;Erkundet das Hinterland und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
774;Erkundet die Sengende Schlucht;Erkundet die Sengende Schlucht und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
775;Erkundet die Brennende Steppe;Erkundet die Brennende Steppe und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
776;Erkundet den Wald von Elwynn;Erkundet den Wald von Elwynn und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
777;Erkundet den Gebirgspass der Totenwinde;Erkundet den Gebirgspass der Totenwinde und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
778;Erkundet den Dämmerwald;Erkundet den Dämmerwald und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
779;Erkundet Loch Modan;Erkundet Loch Modan und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
780;Erkundet das Rotkammgebirge;Erkundet das Rotkammgebirge und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
781;Erkundet das Nördliche Schlingendorntal;Erkundet das Nördliche Schlingendorntal und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
782;Erkundet die Sümpfe des Elends;Erkundet die Sümpfe des Elends und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
783;Der perfekte Sturm;Gewinnt im Auge des Sturms mit einem Ergebnis von 1.600 zu 0.;14803;
784;Herrschaft über das Auge des Sturms;Gewinnt im Auge des Sturms 10-mal und haltet dabei 4 Basen.;14803;
796;Wiederbelebungen durch Priester;Wiederbelebungen durch Priester;127;
798;Wiedergeburten durch Druiden;Wiedergeburten durch Druiden;127;
799;Wiederbelebungen durch Schamanen;Wiederbelebungen durch Schamanen;127;
800;Erlösungen durch Paladine;Erlösungen durch Paladine;127;
801;Wiederbelebungen durch Seelensteine;Wiederbelebungen durch Seelensteine;127;
802;Erkundet Westfall;Erkundet Westfall und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
811;Fläschchen verbraucht;Fläschchen verbraucht;145;
812;Gesundheitssteine benutzt;Gesundheitssteine benutzt;145;
829;Höchste erhaltene Heilung;Höchste erhaltene Heilung;141;
830;Erhaltene Heilung insgesamt;Erhaltene Heilung insgesamt;141;
837;Gewonnene Arenen;Gewonnene Arenen;152;
838;Gespielte Arenen;Gespielte Arenen;152;
839;Gespielte Schlachtfelder;Gespielte Schlachtfelder;153;
840;Schlachtfelder gewonnen;Schlachtfelder gewonnen;153;
841;Erkundet das Sumpfland;Erkundet das Sumpfland und deckt die unbekannten Bereiche der Weltkarte auf.;14777;
842;Erkundet Teldrassil;Erkundet Teldrassil und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
843;Erkundet Nethersturm;Erkundet Nethersturm und deckt die unbekannten Bereiche der Weltkarte auf.;14779;
844;Erkundet die Dunkelküste;Erkundet die Dunkelküste und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
845;Erkundet das Eschental;Erkundet das Eschental und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
846;Erkundet Tausend Nadeln;Erkundet Tausend Nadeln und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
847;Erkundet das Steinkrallengebirge;Erkundet das Steinkrallengebirge und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
848;Erkundet Desolace;Erkundet Desolace und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
849;Erkundet Feralas;Erkundet Feralas und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
850;Erkundet die Düstermarschen;Erkundet die Düstermarschen und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
851;Erkundet Tanaris;Erkundet Tanaris und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
852;Erkundet Azshara;Erkundet Azshara und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
853;Erkundet den Teufelswald;Erkundet den Teufelswald und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
854;Erkundet den Krater von Un'Goro;Erkundet den Krater von Un'Goro und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
855;Erkundet die Mondlichtung;Erkundet die Mondlichtung und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
856;Erkundet Silithus;Erkundet Silithus und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
857;Erkundet Winterquell;Erkundet Winterquell und deckt die unbekannten Bereiche der Weltkarte auf.;14778;
